animal_id,animal_name,animal_type,primary_color,secondary_color,sex,dob,intake_date,intake_cond,intake_type,intake_subtype,reason,outcome_date,crossing,jurisdiction,outcome_type,outcome_subtype,latitude,longitude,intake_is_dead,outcome_is_dead,was_outcome_alive,geopoint
A717030,,CAT,ORANGE,WHITE,Male,2024-03-11,2024-03-13,UNDER AGE/WEIGHT,STRAY,OTC,,2024-03-13,2300 BLK W 16TH STREET LONG BEACH CA 90813,LONG BEACH,RESCUE,LITTLELION,33.7869689,-118.2223611,Alive on Intake,FALSE,1,"{'lon': -118.2223611, 'lat': 33.7869689}"
A610820,,CAT,BRN TABBY,,Unknown,2018-07-06,2018-07-09,UNDER AGE/WEIGHT,STRAY,FIELD,,2018-07-09,"2300 BLK W GAYLORD ST, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,UNDRAGE/WT,33.7863559,-118.2226408,Alive on Intake,TRUE,0,"{'lon': -118.2226408, 'lat': 33.7863559}"
A668118,PRECIOUS,DOG,CREAM,,Female,2016-12-15,2021-12-15,NORMAL,CONFISCATE,POLICE,,2021-12-17,"2300 BLK W PACIFIC COAST HWY, LONG BEACH, CA 90813",LONG BEACH,RETURN TO OWNER,WALKIN,33.7898124,-118.2231385,Alive on Intake,FALSE,1,"{'lon': -118.2231385, 'lat': 33.7898124}"
A724871,*CRUMPET,CAT,BROWN,WHITE,Spayed,2024-07-02,2024-07-16,UNDER AGE/WEIGHT,STRAY,FIELD,,2024-10-02,"2300 BLK WEBSTER AVE, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,WEB,33.7990824,-118.2195435,Alive on Intake,FALSE,1,"{'lon': -118.2195435, 'lat': 33.7990824}"
A605110,,CAT,BLACK,,Female,2018-02-06,2018-03-21,UNDER AGE/WEIGHT,STRAY,ABAN FIELD,,2018-03-24,"2300 BLK WEBSTER AVE, LONG BEACH, CA 90810",LONG BEACH,RESCUE,FNDANIFOUN,33.7990824,-118.2195435,Alive on Intake,FALSE,1,"{'lon': -118.2195435, 'lat': 33.7990824}"
A616246,,WILD,BROWN,,Unknown,,2018-10-13,INJURED  SEVERE,WILDLIFE,FIELD,,2018-10-13,"2300 BLK WEBSTER AVE, LONG BEACH, CA 90810",LONG BEACH,TRANSFER,LBAH,33.7990824,-118.2195435,Alive on Intake,FALSE,1,"{'lon': -118.2195435, 'lat': 33.7990824}"
A697469,*ILLY,CAT,TORTIE,,Female,2023-03-20,2023-04-26,UNDER AGE/WEIGHT,STRAY,OTC,,2023-04-26,"2300 BLOCK ATLANTIC(ALLEY), LONG BEACH CA",LONG BEACH,TRANSFER,SPCALA,33.7990773,-118.1848321,Alive on Intake,FALSE,1,"{'lon': -118.1848321, 'lat': 33.7990773}"
A697472,*TALIA,CAT,BLACK,,Female,2023-03-20,2023-04-26,UNDER AGE/WEIGHT,STRAY,OTC,,2023-04-26,"2300 BLOCK ATLANTIC(ALLEY), LONG BEACH CA",LONG BEACH,TRANSFER,SPCALA,33.7990773,-118.1848321,Alive on Intake,FALSE,1,"{'lon': -118.1848321, 'lat': 33.7990773}"
A697471,*THEA,CAT,BLACK,,Female,2023-03-20,2023-04-26,UNDER AGE/WEIGHT,STRAY,OTC,,2023-04-26,"2300 BLOCK ATLANTIC(ALLEY), LONG BEACH CA",LONG BEACH,TRANSFER,SPCALA,33.7990773,-118.1848321,Alive on Intake,FALSE,1,"{'lon': -118.1848321, 'lat': 33.7990773}"
A697470,*TAROT,CAT,BLACK,,Male,2023-03-20,2023-04-26,UNDER AGE/WEIGHT,STRAY,OTC,,2023-04-26,"2300 BLOCK ATLANTIC(ALLEY), LONG BEACH CA",LONG BEACH,TRANSFER,SPCALA,33.7990773,-118.1848321,Alive on Intake,FALSE,1,"{'lon': -118.1848321, 'lat': 33.7990773}"
A718623,ALEX,CAT,SEAL PT,,Spayed,2024-03-13,2024-04-13,UNDER AGE/WEIGHT,STRAY,OTC,,2024-04-13,"2300 BLOCK ELM AVE, LONG BEACH CA",LONG BEACH,RESCUE,LITTLELION,33.799097,-118.1880416,Alive on Intake,FALSE,1,"{'lon': -118.1880416, 'lat': 33.799097}"
A718618,KYLIAN (FORMERLY MEG),CAT,BLACK,,Spayed,2024-03-13,2024-04-13,UNDER AGE/WEIGHT,STRAY,OTC,,2024-04-13,"2300 BLOCK ELM AVE, LONG BEACH CA",LONG BEACH,RESCUE,LITTLELION,33.799097,-118.1880416,Alive on Intake,FALSE,1,"{'lon': -118.1880416, 'lat': 33.799097}"
A718629,MOMMA MARTA,CAT,SEAL PT,,Spayed,2023-04-13,2024-04-13,NORMAL,STRAY,OTC,,2024-04-13,"2300 BLOCK ELM AVE, LONG BEACH CA",LONG BEACH,RESCUE,LITTLELION,33.799097,-118.1880416,Alive on Intake,FALSE,1,"{'lon': -118.1880416, 'lat': 33.799097}"
A718622,BRANDI,CAT,SEAL PT,,Neutered,2024-03-13,2024-04-13,UNDER AGE/WEIGHT,STRAY,OTC,,2024-04-13,"2300 BLOCK ELM AVE, LONG BEACH CA",LONG BEACH,RESCUE,LITTLELION,33.799097,-118.1880416,Alive on Intake,FALSE,1,"{'lon': -118.1880416, 'lat': 33.799097}"
A718621,CRISTIANO,CAT,BLUE,,Neutered,2024-03-13,2024-04-13,UNDER AGE/WEIGHT,STRAY,OTC,,2024-04-13,"2300 BLOCK ELM AVE, LONG BEACH CA",LONG BEACH,RESCUE,LITTLELION,33.799097,-118.1880416,Alive on Intake,FALSE,1,"{'lon': -118.1880416, 'lat': 33.799097}"
A722361,*SIDNEY,CAT,BRN TABBY,,Male,2024-04-27,2024-06-06,UNDER AGE/WEIGHT,STRAY,ABAN SHLTR,,2024-06-15,"2300 BLOCK LIME AVE, LONG BEACH CA",LONG BEACH,RESCUE,LITTLELION,33.7989463,-118.1839301,Alive on Intake,FALSE,1,"{'lon': -118.1839301, 'lat': 33.7989463}"
A720471,*MAGUIRE,DOG,WHITE,BR BRINDLE,Neutered,2022-05-09,2024-05-09,NORMAL,STRAY,OTC,,2024-07-31,"2300 BLOCK LINDEN AVE, LONG BEACH CA",LONG BEACH,ADOPTION,WEB,33.7990817,-118.1858097,Alive on Intake,FALSE,1,"{'lon': -118.1858097, 'lat': 33.7990817}"
A737074,*FIG NEWTON,CAT,BRN TABBY,WHITE,Neutered,2023-11-03,2025-04-03,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2025-04-25,"2300 BLOCK MAINE AVE, LONG BEACH CA",LONG BEACH,TRANSPORT,OTHER RESC,33.7989196,-118.1999226,Alive on Intake,FALSE,1,"{'lon': -118.1999226, 'lat': 33.7989196}"
A710072,*TIRAMISU CAKE,CAT,BLACK,WHITE,Spayed,2023-09-23,2023-11-08,UNDER AGE/WEIGHT,STRAY,OTC,,2023-12-20,"2300 BLOCK MLK JR, LONG BEACH CA",LONG BEACH,ADOPTION,PFE/PAWSHP,33.799059,-118.1804684,Alive on Intake,FALSE,1,"{'lon': -118.1804684, 'lat': 33.799059}"
A728179,,CAT,BRN TABBY,WHITE,Male,2024-09-04,2024-09-05,UNDER AGE/WEIGHT,STRAY,OTC,,2024-11-06,"2300 BLOCK W GAYLORD ST, LONG BEACH CA",LONG BEACH,RESCUE,LITTLELION,33.7863599,-118.2226426,Alive on Intake,FALSE,1,"{'lon': -118.2226426, 'lat': 33.7863599}"
A731839,*COSWORTH,DOG,TAN,WHITE,Male,2017-11-03,2024-11-03,INJURED  MILD,STRAY,OTC,,2024-11-07,"2300 BLOCK WEBSTER AVE, LONG BEACH CA",LONG BEACH,RESCUE,SPARKYGANG,33.7990927,-118.2195672,Alive on Intake,FALSE,1,"{'lon': -118.2195672, 'lat': 33.7990927}"
A651807,*PENELOPE,CAT,CALICO,,Female,2020-06-29,2020-11-22,FRACTIOUS,STRAY,FIELD,,2020-11-30,"2300 E 15TH ST, LONG BEACH, CA 90804",LONG BEACH,TRANSPORT,OTHER SHEL,33.7858395,-118.1644052,Alive on Intake,FALSE,1,"{'lon': -118.1644052, 'lat': 33.7858395}"
A665378,*SUPERMAN,CAT,BLACK,WHITE,Male,2021-09-28,2021-10-17,UNDER AGE/WEIGHT,STRAY,OTC,,2021-11-24,"2300 E 15TH ST, LONG BEACH, CA 90804",LONG BEACH,RESCUE,LITTLELION,33.7858395,-118.1644052,Alive on Intake,FALSE,1,"{'lon': -118.1644052, 'lat': 33.7858395}"
A677157,,CAT,GRAY,WHITE,Male,2021-12-10,2022-06-10,INJURED  SEVERE,STRAY,FIELD,,2022-06-10,"2300 EASY AVE, LONG BEACH, CA 90810",LONG BEACH,EUTHANASIA,INJ SEVERE,33.7989612,-118.2100175,Alive on Intake,TRUE,0,"{'lon': -118.2100175, 'lat': 33.7989612}"
A731052,*GINGER,DOG,BROWN,BLACK,Spayed,2021-10-23,2024-10-23,NORMAL,STRAY,OTC,,2025-04-12,"2300 LEWIS AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,ADOPTION,WEB,33.7992932,-118.1794086,Alive on Intake,FALSE,1,"{'lon': -118.1794086, 'lat': 33.7992932}"
A283806,KATIE PERRY,DOG,WHITE,,Spayed,2008-11-25,2019-08-14,NORMAL,OWNER SURRENDER,OTC,UNKNOWN,2019-08-15,"2300 PASADENA AVE, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,33.799112,-118.1869808,Alive on Intake,FALSE,1,"{'lon': -118.1869808, 'lat': 33.799112}"
A635910,,CAT,BLUE PT,WHITE,Male,2019-09-08,2019-11-08,NORMAL,STRAY,OTC,,2019-11-11,"2300 REDONDO AVE SIGNAL HILL, CA 90755",SIGNAL HILL,RESCUE,CATPAWS,33.799479,-118.1495712,Alive on Intake,FALSE,1,"{'lon': -118.1495712, 'lat': 33.799479}"
A626495,,BIRD,BLACK,,Unknown,,2019-05-16,INJURED  MODERATE,WILDLIFE,FIELD,,2019-05-16,"2300 SAN ANSELINE AVE, LONG BEACH, CA 90815",LONG BEACH,TRANSFER,LBAH,33.7992071,-118.121023,Alive on Intake,FALSE,1,"{'lon': -118.121023, 'lat': 33.7992071}"
A616692,*ERNIE,DOG,YELLOW,,Neutered,2016-10-26,2018-10-26,ILL MILD,STRAY,FIELD,,2018-11-07,"2300 SAN FRANCISCO AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,WALKIN,33.7991134,-118.2032039,Alive on Intake,FALSE,1,"{'lon': -118.2032039, 'lat': 33.7991134}"
A606320,,OTHER,BROWN,,Male,2013-04-16,2018-04-16,ILL SEVERE,WILDLIFE,FIELD,,2018-04-16,"2300 SAN VICENTE AVE, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,ILL SEVERE,33.799483,-118.1168169,Alive on Intake,TRUE,0,"{'lon': -118.1168169, 'lat': 33.799483}"
A648909,,CAT,CALICO,,Unknown,2020-09-12,2020-09-14,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-09-19,"2300 SEABRIGHT AVE, LONG BEACH, CA 90810",LONG BEACH,TRANSFER,SPCALA,33.79907439999999,-118.2174145,Alive on Intake,FALSE,1,"{'lon': -118.2174145, 'lat': 33.79907439999999}"
A633768,CHEVY,DOG,GRAY,,Neutered,2019-04-02,2019-10-02,ILL MILD,OWNER SURRENDER,OTC,,2019-11-09,"2300 W LINCOLN ST, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,WALKIN,33.8227264,-118.222311,Alive on Intake,FALSE,1,"{'lon': -118.222311, 'lat': 33.8227264}"
A436998,SADI,DOG,SABLE,,Spayed,2009-08-28,2017-04-02,BEHAVIOR  MODERATE,STRAY,FIELD,,2017-04-05,"2300 W LINCOLN ST, LONG BEACH, CA 90810",LONG BEACH,RETURN TO OWNER,WEB,33.8227264,-118.222311,Alive on Intake,FALSE,1,"{'lon': -118.222311, 'lat': 33.8227264}"
A585895,,DOG,TAN,,Female,2014-02-17,2017-02-17,NORMAL,STRAY,OTC,,2017-02-23,"2300 WALNUT ST, SIGNAL HILL, CA 90755",SIGNAL HILL,TRANSFER,SPCALA,33.7990963,-118.1717795,Alive on Intake,FALSE,1,"{'lon': -118.1717795, 'lat': 33.7990963}"
A585896,*SALLY,DOG,WHITE,,Female,2013-02-17,2017-02-17,NORMAL,STRAY,OTC,,2017-03-03,"2300 WALNUT ST, SIGNAL HILL, CA 90755",SIGNAL HILL,TRANSFER,SPCALA,33.7990963,-118.1717795,Alive on Intake,FALSE,1,"{'lon': -118.1717795, 'lat': 33.7990963}"
A723765,*SKIPPY,DOG,BLACK,WHITE,Male,2024-01-05,2024-07-02,NORMAL,STRAY,OTC,,2024-07-06,2300 WARDLOW RD LONG BEACH CA 90810,LONG BEACH,RESCUE,MUTTSINEED,33.8239547,-118.2224954,Alive on Intake,FALSE,1,"{'lon': -118.2224954, 'lat': 33.8239547}"
A679304,,DOG,TRICOLOR,,Male,2021-11-08,2022-07-08,NORMAL,WELFARE SEIZED,,,2022-07-24,"2323 E SOUTH ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,KRISKELLY,33.8604958,-118.1650434,Alive on Intake,FALSE,1,"{'lon': -118.1650434, 'lat': 33.8604958}"
A679306,,DOG,TAN,WHITE,Female,2020-07-09,2022-07-08,NORMAL,WELFARE SEIZED,,,2022-07-24,"2323 E SOUTH ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,KRISKELLY,33.8604958,-118.1650434,Alive on Intake,FALSE,1,"{'lon': -118.1650434, 'lat': 33.8604958}"
A593764,*PIGEON,CAT,GRAY TABBY,WHITE,Spayed,2014-07-18,2017-07-18,NORMAL,STRAY,OTC,,2018-06-20,"2333 PASADENA AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,PFE/PAWSHP,33.7996121,-118.1874525,Alive on Intake,FALSE,1,"{'lon': -118.1874525, 'lat': 33.7996121}"
A609580,*TWIGGY,CAT,BLACK,WHITE,Female,2017-06-12,2018-06-12,NORMAL,STRAY,FIELD,,2018-08-30,"2335 WEBSTER AVE, LONG BEACH, CA 90810",LONG BEACH,EUTHANASIA,ILL MODERA,33.7979859,-118.2212331,Alive on Intake,TRUE,0,"{'lon': -118.2212331, 'lat': 33.7979859}"
A725903,MELON,CAT,ORG TABBY,,Male,2024-07-01,2024-07-31,ILL SEVERE,OWNER SURRENDER,FIELD,,2024-07-31,"2339 ADRIATIC AVE, LONG BEACH CA, 90810",LONG BEACH,EUTHANASIA,AT VET,33.7997147,-118.2145903,Alive on Intake,TRUE,0,"{'lon': -118.2145903, 'lat': 33.7997147}"
A587305,*R. VARELA,CAT,BLACK,WHITE,Neutered,2016-03-19,2017-03-19,FERAL,STRAY,FIELD,,2017-04-08,"236 E 67TH WAY, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.8766522,-118.1989082,Alive on Intake,FALSE,1,"{'lon': -118.1989082, 'lat': 33.8766522}"
A670878,*SCARLET,DOG,BLACK,,Spayed,2020-02-20,2022-02-20,INJURED  MILD,STRAY,OTC,,2022-03-03,"2361 ATLANTIC AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,WEB,33.8000929,-118.1852899,Alive on Intake,FALSE,1,"{'lon': -118.1852899, 'lat': 33.8000929}"
A595656,,CAT,GRAY,,Female,2017-08-15,2017-08-20,FERAL,STRAY,OTC,,2017-08-20,"240 BLK CHESTNUT AVE, LONG BEACH, CA 90802",LONG BEACH,EUTHANASIA,UNDRAGE/WT,33.77009990000001,-118.1960785,Alive on Intake,TRUE,0,"{'lon': -118.1960785, 'lat': 33.77009990000001}"
A595659,,CAT,GRAY TABBY,,Female,2017-08-15,2017-08-20,UNDER AGE/WEIGHT,STRAY,OTC,,2017-08-20,"240 BLK CHESTNUT AVE, LONG BEACH, CA 90802",LONG BEACH,EUTHANASIA,UNDRAGE/WT,33.77009990000001,-118.1960785,Alive on Intake,TRUE,0,"{'lon': -118.1960785, 'lat': 33.77009990000001}"
A710795,*BELLE,DOG,TAN,,Female,2023-08-17,2023-11-17,NORMAL,STRAY,FIELD,,2023-12-01,"2400 ADRIATIC AVE, LONG BEACH CA",LONG BEACH,ADOPTION,,33.8007863,-118.2143687,Alive on Intake,FALSE,1,"{'lon': -118.2143687, 'lat': 33.8007863}"
A596304,,CAT,BLACK,WHITE,Unknown,2017-08-29,2017-08-31,UNDER AGE/WEIGHT,STRAY,FIELD,,2017-08-31,"2400 ADRIATIC AVE, LONG BEACH, CA 90810",LONG BEACH,EUTHANASIA,UNDRAGE/WT,33.8007863,-118.2143687,Alive on Intake,TRUE,0,"{'lon': -118.2143687, 'lat': 33.8007863}"
A596517,,BIRD,GRAY,BLACK,Unknown,,2017-09-04,INJURED  MODERATE,WILDLIFE,FIELD,,2017-09-04,"2400 ADRIATIC AVE, LONG BEACH, CA 90810",LONG BEACH,EUTHANASIA,ILL SEVERE,33.8007863,-118.2143687,Alive on Intake,TRUE,0,"{'lon': -118.2143687, 'lat': 33.8007863}"
A596303,,CAT,BLACK,WHITE,Unknown,2017-08-29,2017-08-31,UNDER AGE/WEIGHT,STRAY,FIELD,,2017-08-31,"2400 ADRIATIC AVE, LONG BEACH, CA 90810",LONG BEACH,EUTHANASIA,UNDRAGE/WT,33.8007863,-118.2143687,Alive on Intake,TRUE,0,"{'lon': -118.2143687, 'lat': 33.8007863}"
A558013,GREY,DOG,BLACK,TAN,Spayed,2011-09-25,2018-01-07,NORMAL,OWNER SURRENDER,OTC,COST,2018-01-28,"2400 AMELIA CT, SIGNAL HILL, CA 90755",SIGNAL HILL,ADOPTION,SPCALA,33.7997517,-118.1582435,Alive on Intake,FALSE,1,"{'lon': -118.1582435, 'lat': 33.7997517}"
A671170,,CAT,BLACK,WHITE,Unknown,2022-03-02,2022-03-02,UNDER AGE/WEIGHT,STRAY,FIELD,,2022-03-02,"2400 BLK ADRIATIC AVE, LONG BEACH, CA 90810",LONG BEACH,RESCUE,LITTLEPAWS,33.8007863,-118.2143687,Alive on Intake,FALSE,1,"{'lon': -118.2143687, 'lat': 33.8007863}"
A601338,P. NUT,DOG,BLACK,BROWN,Male,2014-12-24,2019-01-23,INJURED  SEVERE,STRAY,FIELD,,2019-01-23,"2400 BLK ATLANTIC AVE, LONG BEACH, CA 90806",LONG BEACH,RETURN TO OWNER,WALKIN,33.8009652,-118.1847037,Alive on Intake,FALSE,1,"{'lon': -118.1847037, 'lat': 33.8009652}"
A625083,,CAT,GRAY TABBY,WHITE,Female,2019-02-21,2019-04-21,NORMAL,STRAY,FIELD,,2019-04-24,"2400 BLK ATLANTIC AVE, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,33.8009652,-118.1847037,Alive on Intake,FALSE,1,"{'lon': -118.1847037, 'lat': 33.8009652}"
A654779,,CAT,ORG TABBY,,Unknown,2016-09-07,2021-03-07,ILL MILD,STRAY,OTC,,2021-03-15,"2400 BLK BRAYTON AVE, SIGNAL HILL CA 90755",SIGNAL HILL,EUTHANASIA,ILL SEVERE,33.8007586,-118.1752487,Alive on Intake,TRUE,0,"{'lon': -118.1752487, 'lat': 33.8007586}"
A698271,*RANDOLF,CAT,WHITE,GRAY,Male,2022-05-05,2023-05-05,NORMAL,STRAY,OTC,,2023-06-17,2400 BLK CALIFORNIA AVE SH 90755,SIGNAL HILL,ADOPTION,,33.8014413,-118.1804927,Alive on Intake,FALSE,1,"{'lon': -118.1804927, 'lat': 33.8014413}"
A735756,MATER,DOG,FAWN,,Neutered,2022-01-20,2025-01-20,UNDER AGE/WEIGHT,STRAY,FIELD,,2025-01-29,"2400 BLK CASPIAN AVE, LONG BEACH, CA, 90810",LONG BEACH,RETURN TO OWNER,FRE RID HM,33.8009032,-118.2119233,Alive on Intake,FALSE,1,"{'lon': -118.2119233, 'lat': 33.8009032}"
A739764,,CAT,GRAY TABBY,,Male,2025-04-01,2025-04-23,UNDER AGE/WEIGHT,STRAY,OTC,,2025-04-23,"2400 BLK CEDAR AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,LITTLELION,33.8009063,-118.1944796,Alive on Intake,FALSE,1,"{'lon': -118.1944796, 'lat': 33.8009063}"
A636100,TERRA,DOG,BLACK,,Female,2013-05-16,2019-11-11,NORMAL,QUARANTINE,,,2019-11-22,"2400 BLK CHERRY AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,RETURN TO OWNER,WALKIN,33.8012129,-118.1676583,Alive on Intake,FALSE,1,"{'lon': -118.1676583, 'lat': 33.8012129}"
A644031,,DOG,TAN,,Female,2010-06-18,2020-06-18,NORMAL,STRAY,OTC,,2020-06-24,"2400 BLK CHERRY AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,TRANSFER,SPCALA,33.8012129,-118.1676583,Alive on Intake,FALSE,1,"{'lon': -118.1676583, 'lat': 33.8012129}"
A673336,*KITTEN 5,CAT,GRAY,,Male,2022-04-17,2022-04-20,UNDER AGE/WEIGHT,STRAY,OTC,,2022-04-29,"2400 BLK CHESTNUT AVE, LONG BEACH, CA 90806",LONG BEACH,DIED,IN CARE,33.8009236,-118.1957094,Alive on Intake,TRUE,0,"{'lon': -118.1957094, 'lat': 33.8009236}"
A673333,*KITTEN 2,CAT,WHITE,GRAY,Male,2022-04-17,2022-04-20,UNDER AGE/WEIGHT,STRAY,OTC,,2022-05-03,"2400 BLK CHESTNUT AVE, LONG BEACH, CA 90806",LONG BEACH,DIED,IN CARE,33.8009236,-118.1957094,Alive on Intake,TRUE,0,"{'lon': -118.1957094, 'lat': 33.8009236}"
A640532,*CRICKEY,DOG,BLACK,WHITE,Neutered,2010-02-28,2020-02-28,BEHAVIOR  MILD,STRAY,OTC,,2022-06-25,"2400 BLK DAISY AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,LIVELOVE,33.8009174,-118.1988148,Alive on Intake,FALSE,1,"{'lon': -118.1988148, 'lat': 33.8009174}"
A717195,KITTEN 3,CAT,WHITE,,Unknown,,2024-03-17,INJURED  SEVERE,STRAY,FIELD,,2024-03-17,"2400 BLK DE FOREST AVE, LONG BEACH, CA 90806",LONG BEACH,DIED,ENROUTE,33.8007777,-118.204212,Alive on Intake,TRUE,0,"{'lon': -118.204212, 'lat': 33.8007777}"
A593971,*MIMI IMFURST,CAT,CALICO,,Spayed,2016-07-21,2017-07-21,FERAL,STRAY,OTC,,2017-08-03,"2400 BLK DELTA AVE, LONG BEACH, CA 90810",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.8007624,-118.2111168,Alive on Intake,FALSE,1,"{'lon': -118.2111168, 'lat': 33.8007624}"
A594576,*CARAMEL,CAT,ORANGE,WHITE,Male,2017-04-20,2017-07-31,ILL MILD,STRAY,FIELD,,2017-09-01,"2400 BLK DELTA AVE, LONG BEACH, CA 90810",LONG BEACH,RESCUE,CATPAWS,33.8007624,-118.2111168,Alive on Intake,FALSE,1,"{'lon': -118.2111168, 'lat': 33.8007624}"
A683703,*GIDGET,DOG,BROWN,,Spayed,2022-06-11,2022-09-11,NORMAL,STRAY,OTC,,2022-09-17,"2400 BLK E 15TH ST, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,,33.7862248,-118.1633079,Alive on Intake,FALSE,1,"{'lon': -118.1633079, 'lat': 33.7862248}"
A592973,,BIRD,BLACK,,Unknown,2017-02-06,2017-07-06,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2017-07-06,"2400 BLK E 1ST ST, LONG BEACH, CA 90803",LONG BEACH,EUTHANASIA,UNDRAGE/WT,33.7644151,-118.1637925,Alive on Intake,TRUE,0,"{'lon': -118.1637925, 'lat': 33.7644151}"
A738939,,OTHER,BROWN,,Male,,2025-04-03,INJURED  MODERATE,WILDLIFE,FIELD,,2025-04-03,"2400 BLK E 4TH ST, LONG BEACH, CA, 90814",LONG BEACH,EUTHANASIA,INJ SEVERE,33.7715589,-118.1626884,Alive on Intake,TRUE,0,"{'lon': -118.1626884, 'lat': 33.7715589}"
A643797,*CHERRY,CAT,GRAY,WHITE,Female,2020-05-04,2020-06-13,UNDER AGE/WEIGHT,STRAY,OTC,,2020-06-17,"2400 BLK E 7TH ST, LONG BEACH, CA 90804",LONG BEACH,RESCUE,FNDANIFOUN,33.7751613,-118.1630947,Alive on Intake,FALSE,1,"{'lon': -118.1630947, 'lat': 33.7751613}"
A674493,BIGGIE,DOG,WHITE,BROWN,Neutered,2019-05-11,2022-05-11,NORMAL,STRAY,OTC,,2022-05-11,"2400 BLK E 8TH ST, LONG BEACH, CA 90804",LONG BEACH,RETURN TO OWNER,WALKIN,33.7771629,-118.16333,Alive on Intake,FALSE,1,"{'lon': -118.16333, 'lat': 33.7771629}"
A704021,*TOSHI,DOG,WHITE,TAN,Neutered,2018-08-02,2023-08-02,NORMAL,STRAY,FIELD,,2023-08-31,"2400 BLK E ARTESIA BLVD, LONG BEACH, CA",LONG BEACH,RESCUE,OUTTACAGE,33.8736967,-118.1623696,Alive on Intake,FALSE,1,"{'lon': -118.1623696, 'lat': 33.8736967}"
A609175,,CAT,WHITE,GRAY,Unknown,2016-06-06,2018-06-06,INJURED  SEVERE,STRAY,FIELD,,2018-06-06,"2400 BLK E ARTESIA BLVD, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,INJ SEVERE,33.8736967,-118.1623696,Alive on Intake,TRUE,0,"{'lon': -118.1623696, 'lat': 33.8736967}"
A729140,,CAT,ORG TABBY,,Unknown,2024-08-13,2024-09-28,ILL MODERATETE,STRAY,FIELD,,2024-09-29,"2400 BLK EASY AVE LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,AT VET,33.8007796,-118.210023,Alive on Intake,TRUE,0,"{'lon': -118.210023, 'lat': 33.8007796}"
A698638,*ELIJAH,DOG,TAN,WHITE,Male,2022-05-12,2023-05-12,NORMAL,STRAY,OTC,,2023-07-06,2400 BLK ELM AVE LB CA 90806,LONG BEACH,RESCUE,GISSELLES,33.8009073,-118.1880385,Alive on Intake,FALSE,1,"{'lon': -118.1880385, 'lat': 33.8009073}"
A730306,,CAT,GRAY,,Unknown,,2024-10-18,ILL SEVERE,STRAY,FIELD,,2024-10-18,"2400 BLK GAVIOTA AVE, SIGNAL HILL,CA 90755",SIGNAL HILL,EUTHANASIA,ILL SEVERE,33.8007692,-118.1709165,Alive on Intake,TRUE,0,"{'lon': -118.1709165, 'lat': 33.8007692}"
A713625,*KYLE,BIRD,RED,BLACK,Male,,2024-01-21,NORMAL,STRAY,FIELD,,2024-01-25,"2400 BLK GOLDEN AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,OTHER RESC,33.8009322,-118.2021526,Alive on Intake,FALSE,1,"{'lon': -118.2021526, 'lat': 33.8009322}"
A630570,*TYLER,DOG,TAN,,Neutered,2017-07-25,2019-07-25,INJURED  MILD,STRAY,FIELD,,2019-08-21,"2400 BLK GUNDRY AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,ADOPTION,WALKIN,33.8012339,-118.1738397,Alive on Intake,FALSE,1,"{'lon': -118.1738397, 'lat': 33.8012339}"
A320107,MISHKA,DOG,RED,WHITE,Neutered,2005-04-03,2020-07-29,INJURED  MILD,STRAY,FIELD,,2020-07-29,"2400 BLK HILLCREST ST, SIGNAL HILL, CA 90755",SIGNAL HILL,RETURN TO OWNER,,33.7999477,-118.1623762,Alive on Intake,FALSE,1,"{'lon': -118.1623762, 'lat': 33.7999477}"
A731959,,CAT,SNOWSHOE,,Male,2016-11-05,2024-11-05,ILL SEVERE,STRAY,FIELD,,2024-11-05,"2400 BLK LEWIS AVE, SH 90755",SIGNAL HILL,EUTHANASIA,AT VET,33.8007682,-118.1796057,Alive on Intake,TRUE,0,"{'lon': -118.1796057, 'lat': 33.8007682}"
